PostCodes,eff
NL60 - IT46,1.5133724735922205
NL27 - DE96,1.5135132770323552
LVLV - DK45,1.5135906018681042
NL19 - FR56,1.5137443446406005
IT28 - LU32,1.5138185612978134
NO54 - NO62,1.513894719743007
NL65 - ES86,1.5139756401086524
ES08 - GBME,1.5139990828402583
NL17 - IT40,1.5143058847552033
DE46 - IT20,1.5144732895792068
NO71 - DK58,1.514488053185798
IT37 - DE61,1.5146201223471258
DK46 - NO70,1.5147136253015345
NL16 - LV10,1.5149003577334264
DE47 - FR95,1.5149747427958495
NO20 - DK68,1.5150799793846643
CH41 - DK41,1.5152133856451016
DE47 - IT39,1.5153003676226116
BE85 - IT16,1.51556203754908
FR91 - FR78,1.5155808335449519
SE34 - NO62,1.5155851818474158
DE50 - DE41,1.5158356899413095
BE38 - LV10,1.5159412398833514
NL27 - DE99,1.5159793112768545
NL30 - DK26,1.5159804185542807
BE77 - IT31,1.5162040199246958
NL60 - IT43,1.5164691641216097
LVLV - SI42,1.5165461594063745
NL45 - DK42,1.5165659340586948
IT12 - ES45,1.5166272765720863
SE41 - NO57,1.516629748542737
FR91 - FR93,1.5167438323908304
IT10 - IT10,1.5168472685379628
DE32 - IT27,1.5168519553131152
LU - LV,1.5169119808793579
NO05 - LT60,1.5170160462299103
DE55 - DK24,1.5171300976006794
IT33 - BE22,1.5171834881000505
FR82 - LV10,1.517402981316773
FR59 - FR59,1.5174905645042678
SE46 - NO52,1.5175697590582409
IT24 - ES43,1.5178132212098783
IT36 - NL54,1.5178503496809677
BE03 - IT43,1.518489589578704
NL66 - IT38,1.51855294671864
IT20 - NL59,1.518609002162671
BE84 - FR38,1.5186137603283207
HU - FR,1.5191181487217036
DE99 - FR10,1.5192919159887337
PL05 - EE11,1.5192941061728116
BE86 - DK58,1.5194776743374812
BE78 - IT35,1.5195043208060042
FR45 - GBTW,1.5195664376710845
NL47 - IT37,1.519627007576039
NL16 - NL84,1.519812489840329
FR50 - LU53,1.5198851158634925
NL53 - GBBL,1.519955072253893
NL14 - DE33,1.5200172440348292
BE88 - IT47,1.5200389902526206
BE88 - DK58,1.520169395746443
NL51 - LV10,1.520228485167818
NL17 - FR38,1.5202856690756699
DK48 - NO70,1.5203009620728518
IT30 - NL65,1.5203220578777623
NL54 - AT23,1.5205285422554062
SE22 - NO67,1.5207099310080698
LU - HU,1.5208660314953404
LU97 - LVLV,1.5208852148389564
SE59 - NO60,1.5211077699029902
NL30 - CH34,1.521173612333362
IT37 - IT45,1.5212257951924404
NL23 - IT37,1.5212337296187761
DE35 - IT12,1.521250373746628
GR10 - IT04,1.5220852490326777
LU95 - EE41,1.522169062851476
NO20 - PL76,1.5222154321399386
SE69 - NO52,1.522272735184398
DE48 - IT33,1.5222962889074811
DE74 - IT48,1.5223741583615087
NO33 - NO86,1.5225328604582948
NO71 - NO60,1.5227904695021783
NL19 - IT48,1.522850105321585
BE67 - IT20,1.5228796752013987
NL47 - LV10,1.5229889555110248
DK75 - NO72,1.5230676998984838
NO20 - DK60,1.523220732173788
BE39 - IT17,1.523272782939064
DK57 - ES08,1.5234511745632573
DE23 - IT21,1.5236857747809376
BE91 - IT37,1.5237056926142405
SE41 - NO41,1.52370874982621
NL26 - FR37,1.5237238556182575
NL51 - IT25,1.5238360356969047
BE80 - FR38,1.523964090401437
FR59 - GBUB,1.5240053245847773
HU20 - DE21,1.5241213085265108
SE69 - NO60,1.5242058220734718
SE46 - NO54,1.5242408328246166
DE74 - IT46,1.524273342945472
DE26 - IT29,1.524316245739151
BE90 - IT28,1.5244085623211943
NO16 - NO42,1.5245844238530644
DE46 - EE74,1.5247551959745356
NO30 - NO34,1.5251905972705824
BE31 - FR59,1.525296115145318
FR27 - IT35,1.5254379485747553
SK91 - IT42,1.5258518882724765
AT24 - AT24,1.5258573073074149
NL74 - NL19,1.525872429968055
NL47 - DE85,1.5259632225874455
BE89 - IT25,1.5259746024077798
BE35 - IT31,1.5260193480692825
FR62 - GBNN,1.5260786483623874
FR27 - DE65,1.5261268607579568
DE99 - IT50,1.5261330546918765
LU53 - HU21,1.5262758929330849
NL44 - FR44,1.526503660426714
DE06 - IT42,1.5268146916814445
NO18 - NO86,1.5269203973934868
DE85 - IT42,1.5270401087319037
DE50 - FR69,1.5270755089823467
LU97 - LV10,1.5271379946584287
NL48 - LV10,1.5271526222661134
BE46 - GBB7,1.5271827081315832
NO53 - SE53,1.5273988310725908
IT70 - CZ25,1.527461483101941
NL60 - FR35,1.527560295622604
NL17 - IT24,1.5275985096670968
DE29 - ES08,1.5276781392408147
BE46 - GBEN,1.527758123882612
NL79 - FR82,1.5280691383728453
SE69 - NO61,1.528126302324469
BE67 - IT24,1.5282556671101397
BE98 - DK87,1.5283669341668158
CZ25 - IT20,1.5283680017069818
DE27 - LT90,1.5283936659090291
DE45 - DE47,1.5287474197805533
DE25 - ES30,1.52895437246755
NL10 - IT28,1.5292235791213542
DK55 - NO65,1.5293746959900916
BE77 - IT10,1.5293803595463586
BE89 - IT26,1.5294488075771215
FR59 - IT29,1.5295268234915835
NL30 - LV10,1.5295594045110281
NL34 - LV10,1.5295687967070397
DE36 - FR19,1.5299111590637164
IT46 - BE13,1.5300275363691924
PL20 - DE35,1.5300394214713446
SE55 - NO62,1.5300479280380124
DK82 - FR95,1.5301259375039327
NO76 - SE41,1.5301284707545417
BE28 - ES08,1.5301759198537461
NO60 - SE38,1.5301931267283435
DE12 - FR77,1.530327800350427
PL83 - NL46,1.5303424724233161
BE46 - LT53,1.5304162317514738
SE21 - NO60,1.5304384054359863
BE18 - IT26,1.530468214332808
CH - FR,1.5305154982187041
DE65 - ES08,1.5306563576272054
NL38 - FR63,1.5307848951592007
BE34 - FR47,1.531103093302962
NL34 - IT35,1.5311295065802317
IT37 - BE91,1.5311568883500615
NL83 - IT38,1.5314118611847356
DE47 - FR10,1.5314219252765813
DE16 - FR80,1.5314693911371533
LU34 - LV10,1.5315984728448306
LU77 - LV21,1.5316560130957453
IT20 - IT40,1.5317192237475064
DK67 - NO60,1.531783616891669
PL06 - BE91,1.5318290656223246
PL05 - EE75,1.5320175917446268
DE46 - LT54,1.5320965244913223
BE92 - IT38,1.5321653166103946
BE23 - LV10,1.5322552853618034
NL26 - IT24,1.5322602866704023
SE30 - NO43,1.532413968425913
DE67 - BE95,1.532601328031387
NL81 - DE88,1.5326278116852474
DE49 - ES41,1.532638265652671
TR13 - DE30,1.532755433400657
FR66 - IT17,1.5328742294237054
FR94 - FR91,1.532874362241312
SE46 - NO60,1.5329735664545303
SE34 - NO73,1.533097998497608
NO71 - SE45,1.5331068901655271
BE83 - IT44,1.5333299275707735
NL48 - DK58,1.5334534716645796
FR32 - IT26,1.5335188459167912
BE91 - LVLV,1.5335686794535959
SE26 - NO04,1.5338258492871062
DE39 - IT24,1.53383824880623
DE47 - DE52,1.5341208399313897
IT48 - DE67,1.5341618943057402
IT24 - DE50,1.5342181947566051
BE14 - IT26,1.534274039380357
LU53 - AT22,1.5343415614057907
DE54 - LV21,1.5343740936486878
DK71 - NO67,1.5344311509410535
LU53 - AT23,1.5346084231132862
SE47 - NO67,1.534944897283569
IT31 - BE83,1.5349458330883519
PL06 - NL38,1.5351075813035102
NO48 - FR62,1.5351089299757525
SI52 - DE31,1.5351538980173012
SE21 - ES08,1.5352437601935383
AT - FR,1.5354943777069958
DE60 - PL05,1.5356028401630202
IT20 - DE97,1.5357372969590555
IT13 - IT10,1.5358545042997118
BE23 - ES08,1.5358802637693154
DE35 - FR38,1.5359321250140723
ES08 - IT29,1.536037647799838
DE53 - IT42,1.5360691083285656
IT13 - DE44,1.5363368242501216
PL19 - NL50,1.5364912181082944
LV32 - DE53,1.536571544936134
NL20 - FR63,1.5365802746064845
BE98 - GBCF,1.5366779811207019
NO76 - DK70,1.5370122078045785
HU21 - FR80,1.537147381789334
NO30 - NO79,1.5372449557771373
BE42 - GBYO,1.537436764591399
BE90 - IT37,1.537463997613223
DE49 - ES64,1.537646065381658
DK46 - NO50,1.5376638224520294
NL40 - IT38,1.5378412009509204
NL29 - ES29,1.5381575045136315
DE23 - IT46,1.5381580943228528
NL79 - FR84,1.5382188274779718
NL57 - IT41,1.5383210673776382
DE27 - IT43,1.5383537044707407
BE14 - FR77,1.5385990036068558
NO41 - NO70,1.5386442218748655
FR80 - IT28,1.5388693899824184
DK70 - NO65,1.5390287830315905
DE25 - ES09,1.539167060895747
NL20 - DE82,1.539278992137937
AT12 - FR02,1.539742563664445
IT37 - CZ25,1.5399050224676456
SE33 - NO71,1.5399872533270718
GBSY - DE31,1.54001084316975
SE59 - NO52,1.5402113479366901
NL60 - IT24,1.540261888059597
DE41 - FR49,1.5403954485430909
SE59 - NO56,1.5404039931040414
IT24 - FR45,1.5404083445907875
NO42 - SE79,1.5405058884325018
HU - RO,1.5406270714955221
SE13 - NO60,1.5407140727339899
LV37 - DK52,1.5407268627010424
BE88 - GBEN,1.5409504015921602
CZ77 - LVLV,1.540952844861005
NL47 - DK87,1.5410420530450144
NL39 - IT31,1.5410889686219236
DE71 - FR91,1.5412503173035907
NL84 - DE83,1.5412576281206958
DE49 - ES11,1.541318761895124
NL48 - LV02,1.5413684926163247
PL06 - NL50,1.5414644188941053
NL26 - IT27,1.5415617152414745
NO64 - NO06,1.5415989518279902
NL50 - NL66,1.5418150228471932
HU22 - RO07,1.541833371943626
DE27 - ES53,1.5422975611162693
CZ53 - IT20,1.542671529397322
BE46 - GBLS,1.542893548715431
NL26 - FR38,1.542917329824222
CH41 - SI92,1.5430202464874911
FR50 - ES08,1.5430702527769562
BE - AT,1.54313674690115
DK74 - DK57,1.5431759006573322
RO07 - HU22,1.5431798990888803
ES08 - BE17,1.543221990480948
NL12 - IT27,1.5432334219403088
NO06 - DE27,1.5433016153297456
NL53 - IT42,1.543380564653101
NO42 - SE36,1.543606180157452
NL26 - IT42,1.543606906979043
DE79 - GBDE,1.5436323376567949
NO78 - NO16,1.5436742387290958
FR78 - GBS4,1.543870451917552
IT26 - DE68,1.5439408184088794
IT46 - DE64,1.5440837282600908
DE74 - IT81,1.5441883256361641
DE39 - IT44,1.5442466605853142
NL38 - FR82,1.5442904644180944
IT23 - CH56,1.5443293881947964
LU53 - AT11,1.5446334919937459
PL52 - PL59,1.5447078314103937
BE91 - NL30,1.5448094307044637
IT37 - DE73,1.5448107578175223
DE39 - IT25,1.5449837762652723
IT42 - DE53,1.5451236409974123
DE46 - DE41,1.545417560634466
DE46 - DE47,1.5455178410099755
NL38 - FR61,1.5455214909967332
NL34 - IT31,1.545621080059076
HU20 - DE40,1.5456793353638818
SE61 - NO60,1.5456900407924907
FR19 - DE40,1.5457727329618174
DE21 - DE31,1.5458165396573913
DE86 - DE82,1.5458722884919467
NL37 - ES08,1.5460905020013682
DE36 - DE34,1.5461041950650103
FR14 - FR63,1.5461260584819243
DE39 - IT47,1.5463017969155504
IT37 - DE34,1.546372950257245
DE06 - IT24,1.5466761879619848
DE35 - IT43,1.547268997546285
NL60 - FR61,1.5473519672777725
BE28 - LV10,1.5475132499204003
NL54 - IT12,1.547541987380659
DE44 - IT02,1.5476570496014277
DE60 - PL22,1.5477112714923031
NL83 - IT29,1.5478898452964023
DE24 - DE83,1.5479361734230905
NL17 - IT47,1.547970604396776
NL44 - GBOL,1.5480505552794532
FR67 - BE07,1.548055076291037
DE49 - ES61,1.5482777654607336
EE76 - BE97,1.5486429032808966
CZ74 - NL31,1.5491378357012413
DE35 - ES08,1.5491937088929209
FR77 - FR77,1.549263544226256
AT - BE,1.549267496051695
IT37 - DE01,1.549856557194842
DE48 - IT20,1.5506600654401248
BE42 - GBPE,1.5509585673540858
SE33 - NO55,1.5510683488515113
NL39 - IT20,1.551097148623151
DE74 - IT37,1.5511638121444873
SE28 - FR95,1.551169959717535
NL23 - ES29,1.5512625538320994
NO24 - DK27,1.551406874611203
DE68 - DE67,1.5514505788244333
DE39 - LVLV,1.5514668343897118
DK40 - SE72,1.551589136806456
DE28 - NL14,1.5516756680772064
FR95 - FR94,1.5517140402028007
CZ - IT,1.551803624610949
DE99 - DE91,1.5518730425437914
NL69 - IT25,1.552141429531924
DE25 - IT29,1.5523518211328375
DE31 - IT12,1.5524580845402667
SE55 - NO05,1.5524721195029156
SE64 - NO60,1.5526633557214689
CZ27 - IT42,1.5528274334045875
DK57 - NO16,1.5530475133189485
FR69 - NL14,1.5532519782543535
DE04 - FR69,1.5536366142976055
DE16 - ES43,1.5536903101413617
FRFR - IT20,1.5538068725619012
DE59 - AT11,1.5539419716990892
DE63 - DE64,1.5539494882171565
SE46 - NO53,1.554030467828994
DE19 - DE70,1.5544549727921047
FR01 - FR95,1.5544761624884542
NL84 - LV39,1.5548253835714398
DE19 - FR77,1.55490706903155
NO60 - DK67,1.555024852493122
NL70 - IT36,1.5551904477287206
DE28 - NL27,1.5552185895992248
FR59 - GBWS,1.5552688307853755
DE04 - CH47,1.5552797618579877
EE76 - BE28,1.5552979155952633
SE37 - NO70,1.555409112937661
DK26 - NO55,1.555433569570812
SE41 - NO67,1.5554500756834313
GBTW - DE60,1.5555397399467275
NL82 - CH12,1.5556924526029554
NO68 - SE58,1.555753417077914
DE39 - IT42,1.5558518213383528
NO42 - SE51,1.5558891330873912
PL06 - NL52,1.5559657147838593
NO78 - SE66,1.5560196474184316
NL83 - IT31,1.5562512628074705
NL11 - NL99,1.5564570755780156
BE83 - FR37,1.556676126141122
LV37 - DK06,1.5567092036399037
DK34 - DE88,1.5567374762381985
LV37 - DK09,1.55701106149087
DE60 - PL02,1.5570683858394827
DE - HU,1.557154792264276
DE52 - CH15,1.5573762628331584
BE - GB,1.5574758700944382
LU53 - IT35,1.5575198902757292
IT37 - DE22,1.5575517147462916
PL06 - NL49,1.557643407840965
DK83 - FR59,1.5576678622927764
DE36 - DE36,1.5577795728149042
LU53 - FR33,1.5579218567015547
IT29 - DE47,1.5579908124677981
IT20 - NL40,1.5582125650006764
BE87 - GBEH,1.558213963891175
DE19 - DE80,1.5583055487111095
PL06 - NL11,1.5584086622884765
DE99 - FR45,1.5585144504522008
DE64 - FR57,1.558854633979065
IT24 - IT20,1.5589796816563095
NL61 - FR82,1.5590033979907607
NO42 - SE46,1.559341276332414
NL30 - LV21,1.559401061140432
SE26 - NO70,1.5594825934981453
PL41 - NL57,1.5596430215170136
SE15 - LU26,1.5596838638395918
IT37 - BE61,1.5597467399105973
DE40 - DE47,1.5597838442123055
NL44 - IT40,1.5602915889880746
DE35 - CH14,1.560375742677231
NL48 - ES30,1.5604091852084396
DE06 - IT04,1.560489496954564
SE57 - NO43,1.5605418575621675
DE21 - LV21,1.560596721025288
IT37 - DE41,1.5606573274638416
IT25 - DE74,1.5607082882074512
IT37 - DE33,1.5607689381058294
NO67 - SE45,1.5608832399539032
NL60 - IT25,1.5608953466005566
FR59 - LV21,1.5610119647158935
BE22 - FR84,1.5611233979203962
DE46 - FR93,1.5614251309258782
BE83 - IT17,1.5614746498993348
NL17 - LV10,1.5615906440588567
IT37 - BE53,1.5616130326924038
DE66 - LV02,1.561724994080307
IT37 - DE45,1.5618520171392531
BE77 - IT15,1.5619140880817621
PL05 - IT12,1.5619483958087743
IT30 - IT37,1.5620592414502878
SE69 - NO62,1.562403039696912
DE30 - DE28,1.5624551123536758
FR71 - DE33,1.562515971398072
IT00 - IT02,1.5627071177192613
IT37 - NL26,1.5627639981930939
NO60 - DK46,1.5627726621325457
IT - DE,1.5628822603578345
SE56 - NO04,1.5628976678169408
DE31 - IT44,1.563089387431587
DE54 - LVLV,1.563119052930656
FR76 - IT12,1.5635833779438564
EE76 - BE18,1.563632136184247
SE25 - FR62,1.5637122562712606
DK87 - NO13,1.563855126211845
PL72 - DE15,1.5638726655834052
LT70 - FR59,1.5639440726876708
DE26 - ES28,1.5640413106406985
PL06 - BE82,1.5641206836186627
NO75 - SE60,1.564195631936938
DE59 - DE44,1.564203787008148
NO18 - NO55,1.5642369512013912
NO55 - SE58,1.5644335565610248
NL17 - ES41,1.5647809392634007
DE24 - DE55,1.5648578612032704
AT24 - DE53,1.5649360328756043
BE55 - IT24,1.565052447710245
EE76 - BE88,1.565533745598265
NO42 - SE57,1.5657064028778767
DE74 - IT24,1.5658984945686185
HU82 - ES08,1.5660393827658547
IT24 - DE49,1.5660447118306648
IT21 - IT24,1.566059364188701
ES08 - IT20,1.5660872128761774
DE30 - LV21,1.5661648178648528
DE49 - ES21,1.566417123083103
IT31 - DE50,1.5664191678394774
LV - IT,1.5666847880091723
NO20 - NO67,1.5669572465716082
NO75 - SE58,1.5669953021474095
DE21 - IT37,1.5670290537013485
SE64 - NO77,1.5673067295630987
BE42 - GBBA,1.5675839072635334
DE53 - FR02,1.5677230757121727
DE88 - NL20,1.5678522070025225
DE - FI,1.568095573432498
SE81 - NL60,1.5681089758476665
NO20 - LV21,1.5682312403381973
IT37 - DE65,1.568536570237981
NO40 - SE13,1.5686293023483049
NL27 - LV21,1.568928113887125
DE78 - DE78,1.5692080831819544
BE42 - GBNR,1.5692918869652122
FR59 - LVLV,1.5693134544488043
SE41 - NO60,1.5694194483096546
IT02 - IT80,1.5694900521364938
DE49 - ES47,1.5695872249679632
IT37 - BE69,1.5696930083258236
SE52 - DK28,1.5697278681505273
IT37 - DE48,1.5698217787919462
SE77 - DE78,1.5699617035581939
DE90 - DE91,1.5700526974863762
FR10 - ES17,1.5701955108361354
GBCT - FR87,1.5702715173693265
NO20 - DK63,1.5702742893027652
FR01 - NL14,1.5703543420499027
DE14 - DE12,1.570364313612993
GBSY - DE64,1.5704382714511431
ES28 - FR63,1.5705864657126103
SE57 - DK74,1.5709355047669498
FR13 - DE30,1.5713779246929147
CZ78 - IT37,1.571466869539909
FI33 - DK24,1.5715840439263649
NO72 - NO10,1.5717915387593362
NL17 - FR69,1.5718336114083946
FR94 - AT46,1.5719350898572046
ES08 - FR60,1.5720090600341594
FR59 - IT12,1.572047850691757
DE31 - IT39,1.5720542732619809
DE18 - FR62,1.5722436886158073
NO94 - NO84,1.5724905988152666
CH69 - FR77,1.572495006195591
NO60 - DK71,1.572522372297725
FR51 - IT16,1.5725900191379256
PL09 - FR77,1.5726222944202697
NL62 - IT24,1.5726307584564605
BE24 - GBNN,1.572813697056553
DE24 - IT46,1.5728706748511934
DE21 - DE20,1.5728955096535002
NO20 - DE24,1.5730545581958986
NL43 - DE78,1.5732105049209466
SE57 - NO70,1.573273787176741
SE25 - FI01,1.5732855946050994
LT97 - NL34,1.5733609052194493
SE45 - NO71,1.5735603640717712
DE44 - DE65,1.5737302450874182
NO30 - NO07,1.5738204342906612
DK40 - SE19,1.57419176479008
DE86 - IT70,1.5745175292271694
IT37 - DE69,1.574573374724948
PL85 - IT37,1.574861333032253
NL20 - DE93,1.5748997518706986
NL54 - IT27,1.575010345250989
NL35 - GBBS,1.5751337284743778
CZ10 - CZ25,1.5751883682639696
NO72 - SE60,1.5752823756814713
DE26 - ES18,1.575340757403479
NL11 - DE94,1.5753560577475154
DE34 - DE36,1.5754541810852984
SE43 - BE44,1.5755118889031423
BE91 - LV21,1.5756677308255391
NL27 - LV10,1.575669946234119
IT47 - DE30,1.5758687087205645
BE38 - FR44,1.5758825381482564
BE35 - GBST,1.5760551198557458
DE26 - ES67,1.5761874828060052
CH30 - DE29,1.5764201859669669
DK55 - NO62,1.5764741877625628
AT23 - DE60,1.5766767219142634
CH41 - GBDE,1.5767667312218991
NO06 - NO79,1.576891742009125
NL14 - DE85,1.5769056143853803
BE88 - IT31,1.5769191500657216
DE85 - IT84,1.576919210821086
NL11 - BE73,1.577151654088587
GR42 - IT26,1.5773637873932573
SE23 - NL14,1.577537133392334
DK87 - NO23,1.577678983065546
DE50 - DE47,1.5776965656337458
IT29 - IT47,1.5777270780092219
NO20 - NO79,1.5778262765883084
NO60 - DK35,1.5780425195708605
SE59 - NO68,1.5782298757677902
NL90 - ES18,1.5782996418986437
DK61 - NO06,1.5783117384212535
DK40 - SE13,1.5787414039748848
NL99 - ES18,1.5790319918197242
BE17 - GBYO,1.5790345090113447
FR50 - DE14,1.5790443888883534
LV21 - DE93,1.579151474654252
BE77 - FR13,1.5791548140991551
NO70 - SE38,1.579245940264037
SE58 - NO75,1.5792987603917195
FR80 - IT38,1.5793143020251477
DE31 - IT20,1.5793285135298234
NO51 - SE61,1.5793455868177924
FR02 - IT46,1.5794253594078316
DE31 - IT42,1.5797287284251325
NO67 - DK69,1.5801033286028419
NL54 - ES08,1.5801475559632134
DE26 - AT33,1.5806179235071702
NL74 - NL48,1.5807003447847312
NO70 - SE52,1.5807396493751054
DE27 - ES08,1.580803609871132
DK26 - NO70,1.5815035781329132
NL34 - IT12,1.5819266801042893
SE59 - NO70,1.5819410867681811
SE33 - NO43,1.5821710323838745
BE77 - GBOL,1.5821823702338902
IT37 - DE21,1.582493377116287
DE20 - DE21,1.5825966013990018
DE39 - IT48,1.582702988720835
DE02 - ES43,1.5827240764824664
SE66 - NO14,1.5827467821985688
NO05 - NO79,1.5829915512122879
NO49 - DK26,1.5832286305827645
DE16 - FR02,1.5833381827990198
SE68 - NO70,1.5836912674505412
DE74 - IT04,1.5838175629558982
IT47 - DE45,1.5838905363381777
NL41 - IT36,1.5839169187864641
NL34 - AT69,1.5840079088129797
IT71 - IT37,1.5841297791385933
IT04 - DE30,1.5842363094905887
NL70 - IT12,1.5843554767705899
DK40 - SE14,1.5844572105230288
DE14 - CH56,1.5845130388619455
BE20 - FR69,1.5846973815686574
DE47 - IT04,1.5850817182874217
FR93 - FR91,1.5853514145990752
DK50 - DE64,1.585502807822147
DE44 - IT42,1.5857017896129642
SE23 - DE51,1.5857566442051274
NL52 - ES08,1.5858148426426038
FR67 - DK83,1.5858173741286212
CH11 - CZ25,1.585952359338796
DE39 - FR77,1.5859555000680285
NO78 - NO70,1.5859724672659725
DE47 - DE41,1.5860873993150546
DE55 - LV21,1.5860921973578888
DE74 - IT40,1.5861307816161156
NO20 - DK67,1.5862940785089508
NL30 - LVLV,1.586381374487135
SE64 - NO43,1.5864883183754974
BE17 - IT26,1.586540686499308
SE46 - NO40,1.5866179888048446
NO76 - NO59,1.5867664165262523
IT37 - BE36,1.5868638315161967
DE31 - IT24,1.5871475472380845
SE25 - DE64,1.587736977851294
NL82 - IT25,1.5877540494321398
SE68 - NO61,1.5878461543603921
CH81 - DE60,1.5878595480900946
FR45 - NL74,1.5880515312769552
SE72 - NO70,1.5882000710221689
NO69 - NO60,1.5882454684050966
HU93 - NL37,1.5883187063527726
SE26 - NO40,1.588422004182455
DE54 - LV57,1.5884282506725653
BE34 - LV10,1.5885212509664197
IT13 - IT29,1.5886623022630946
NL53 - FR38,1.5886687851867802
SE41 - NO64,1.5886919521955989
DE73 - BE90,1.5888255346387656
FR27 - IT20,1.5888878403300692
SE46 - NO70,1.5889730534288786
NL77 - IT36,1.5890979928384665
LT97 - NL29,1.5895628820318692
SE53 - NO70,1.589655352064293
NL70 - FR61,1.589788153956148
FR62 - FR13,1.5899368699509004
LVLV - BE98,1.5899688017579718
FR51 - GBNG,1.5900639847354736
NL14 - NL99,1.5901171316466174
DE54 - LV10,1.5901275482628148
BE83 - FR69,1.5901277793222224
DE65 - ES28,1.5901458535101212
FR21 - CH12,1.5901830313756098
DE12 - DE14,1.590217085562889
DE85 - IT70,1.590469014397049
DE74 - IT12,1.5908041969227564
IT24 - NL40,1.5908279237062017
NO16 - NO79,1.5910159041529766
BE06 - DE06,1.5911588207978913
IT38 - DE47,1.5912515022143923
NO06 - NO62,1.5913701002468914
DE48 - ES28,1.5913765494723136
NL83 - ES41,1.591405137627804
NO16 - NO65,1.5914919656660882
FR14 - DE74,1.5915196246112122
IT37 - DE14,1.5917262387291744
DE60 - AT23,1.5917504215746527
NO06 - NO50,1.5917655719825392
DE26 - IT37,1.591881883090067
FR35 - GBNG,1.592037353759128
EE11 - DE32,1.592049650123065
NL47 - ES41,1.5920625222933429
FR80 - FR94,1.592121961750712
IT24 - DE57,1.5923344227255178
NL34 - DE88,1.5924446091541742
FR10 - FR34,1.5925462653830362
PL82 - LV31,1.5926150865638737
EE74 - BE97,1.5927779930088708
IT20 - IT20,1.5931146757921921
SE29 - EE74,1.5931502531115764
AT24 - DE41,1.593231171876738
DE41 - NL61,1.5934585926851177
DE40 - DE46,1.5936579925224243
DE45 - DE44,1.5937674936078716
SE44 - NO50,1.593782622460933
FR62 - IT15,1.5939310452752102
DK85 - ES27,1.5939801078717861
DK46 - NO60,1.5940258743289806
DE26 - FR84,1.5942708748780927
NO56 - NO60,1.594882994173421
DK46 - NO26,1.5949357720327262
FR19 - BE91,1.595039097992098
CZ27 - IT47,1.5952253942525112
BE25 - FR84,1.5953972202483582
DE31 - IT04,1.5955370513654579
DK63 - NO20,1.5955402073885627
DE26 - LU53,1.5955443519833048
BE91 - CH33,1.5955774801427258
DE41 - FR44,1.595646972035723
AT67 - FR45,1.5957111842982514
DE30 - IT24,1.595766188634524
DE56 - FR43,1.5958470718491908
IT37 - DE55,1.595873619118192
SE46 - NO43,1.5958739388335892
DE41 - DE47,1.5963443206297694
SK91 - IT04,1.5963829730902057
DK95 - NO15,1.5964785851304801
DE53 - IT24,1.5965209310669861
NL84 - FR14,1.596653420359579
SE44 - NO70,1.5967334177569152
IT42 - DE66,1.5967896082569701
DE34 - AT53,1.5968694944957498
NL53 - IT46,1.5970394516891588
SK04 - NL57,1.597304058488334
BE22 - IT42,1.5973676441836449
SE66 - NO17,1.5973994954691357
FR95 - ES28,1.5974372923874616
BE87 - GBCH,1.597563591099622
BE85 - GBNE,1.5976521095483882
LVLV - LVLV,1.5977243372375827
DE87 - IT36,1.597958347680992
NO66 - SE36,1.5979816541080152
DK46 - SE90,1.5981399516448307
DK40 - SE74,1.5983252924866498
NL14 - ES08,1.598430349747358
NL34 - ES43,1.5984307667995232
LU - GB,1.5984609982081985
EE - BE,1.5984833678062127
IT47 - ES28,1.5986793756242872
FR61 - DE50,1.5987711765638453
DE25 - FR67,1.5988663560779341
SE50 - DK70,1.5989314796533478
PL51 - DE59,1.5990102626445717
EE48 - BE35,1.5993860983073505
NL23 - ES30,1.5994889203679816
DE23 - LV34,1.5995693833309985
FR28 - IT37,1.5996239770152998
BE73 - NL11,1.5997627923359659
DE26 - FR13,1.599999902871007
DE60 - FR91,1.6003076492980963
EE11 - DE33,1.6003137113249917
DE79 - GBB7,1.6004768859997356
NL69 - IT39,1.6007260190741073
FR63 - DE33,1.6008883206043578
LV50 - DE57,1.6012004562684958
DE44 - DE59,1.601276874340538
SE61 - NO65,1.6014291702610688
NO70 - NO16,1.6014392292140527
FR27 - LU53,1.6022492428521595
DE52 - DK60,1.6023567187686263
DE46 - DE94,1.6026506837525676
SE51 - NO76,1.6028335706356758
NO48 - SE41,1.6028634756691609
NL39 - DK70,1.602873952666776
NO20 - NO62,1.6029293764396126
BE38 - CH34,1.602956266347557
NO30 - SE85,1.6032787539487257
NO24 - DK46,1.6035320724580584
DE24 - IT29,1.6036396224378586
LU53 - FR14,1.603688350892051
FR60 - DK83,1.60374651987971
SE79 - NO45,1.6040722945373553
LT97 - NL44,1.604096722300962
IT04 - IT20,1.6042350044296192
NO40 - SE41,1.604236817326997
DE47 - DK63,1.6042796979277314
BE46 - GBRG,1.60446594175937
NL30 - NL48,1.6047012172129076
NL44 - FR59,1.6047123932284268
ES08 - IT26,1.6047159863536635
DK85 - NO70,1.6047911106770116
BE95 - NL60,1.6050272836234585
NL20 - GBNE,1.6060923452036246
DE44 - IT10,1.606345312354014
DE47 - FR71,1.6064411845726423
DK49 - NO26,1.6064890230948727
IT37 - DE20,1.6066564518899358
NL73 - LV10,1.606709824988852
BE38 - FR45,1.6067202690779612
LVLV - DE64,1.6067241485103763
LVLV - IT30,1.6067825169186551
LVLV - NL29,1.6068212533831807
